ano,popul,codigo_ibge
1995,13170,430520
1996,12958,430520
1997,12906,430520
1998,12856,430520
1999,12809,430520
2000,12665,430520
2001,12587,430520
2002,12536,430520
2003,12476,430520
2004,12350,430520
2005,12281,430520
2006,12212,430520
2007,12484,430520
2008,12853,430520
2009,12861,430520
2010,13289,430520
2011,13337,430520
2012,13384,430520
2013,13872,430520
2014,13926,430520
2015,13976,430520
2016,14024,430520
2017,14069,430520
2018,14074,430520
2019,14133,430520
2020,14189,430520
2021,14243,430520
2022,13710,430520
1991,10538,430530
1992,10249,430530
1993,10307,430530
1994,10355,430530
1995,10401,430530
1996,10066,430530
1997,10026,430530
1998,9987,430530
1999,9951,430530
2000,9746,430530
2001,9690,430530
2002,9650,430530
2003,9606,430530
2004,9513,430530
2005,9461,430530
2006,9410,430530
2007,9440,430530
2008,9687,430530
2009,9673,430530
2010,9377,430530
2011,9349,430530
2012,9322,430530
2013,9631,430530
2014,9622,430530
2015,9613,430530
2016,9605,430530
2017,9597,430530
2018,9300,430530
2019,9269,430530
2020,9239,430530
2021,9211,430530
2022,9475,430530
1991,24756,430535
1992,25268,430535
1993,25878,430535
1994,26388,430535
1995,26885,430535
1996,27231,430535
1997,27957,430535
1998,28595,430535
1999,29212,430535
2000,29961,430535
2001,30585,430535
2002,31056,430535
2003,31564,430535
2004,32631,430535
2005,33222,430535
2006,33808,430535
2007,33708,430535
2008,35507,430535
2009,36045,430535
2010,35320,430535
2011,35731,430535
2012,36130,430535
2013,37589,430535
2014,37946,430535
2015,38281,430535
2016,38599,430535
2017,38899,430535
2018,40301,430535
2019,40789,430535
2020,41258,430535
2021,41705,430535
2022,34954,430535
1992,3884,430537
1993,3906,430537
1994,3925,430537
1995,3944,430537
1996,3861,430537
1997,3848,430537
1998,3836,430537
1999,3825,430537
2000,3783,430537
2001,3773,430537
2002,3766,430537
2003,3757,430537
2004,3740,430537
2005,3731,430537
2006,3722,430537
2007,3581,430537
2008,3658,430537
2009,3642,430537
2010,3471,430537
2011,3447,430537
2012,3424,430537
2013,3532,430537
2014,3518,430537
2015,3505,430537
2016,3493,430537
2017,3482,430537
2018,3306,430537
2019,3279,430537
2020,3252,430537
2021,3228,430537
2022,3345,430537
1991,6669,430540
1992,4509,430540
1993,4633,430540
1994,4745,430540
1995,4854,430540
1996,4245,430540
1997,4231,430540
1998,4218,430540
1999,4206,430540
2000,4481,430540
2001,4494,430540
2002,4501,430540
2003,4510,430540
2004,4530,430540
2005,4541,430540
2006,4551,430540
2007,4078,430540
2008,4134,430540
2009,4094,430540
2010,4044,430540
2011,4010,430540
2012,3979,430540
2013,4100,430540
2014,4080,430540
2015,4061,430540
2016,4043,430540
2017,4026,430540
2018,3794,430540
2019,3756,430540
2020,3719,430540
2021,3684,430540
2022,3901,430540
1996,,430543
1997,3172,430543
1998,3159,430543
1999,3148,430543
2000,5167,430543
2001,5435,430543
2002,5576,430543
2003,5766,430543
2004,6165,430543
2005,6386,430543
2006,6605,430543
2007,5278,430543
2008,5470,430543
2009,5496,430543
2010,5917,430543
2011,5975,430543
2012,6031,430543
2013,6269,430543
2014,6320,430543
2015,6368,430543
2016,6413,430543
2017,6456,430543
2018,6635,430543
2019,6704,430543
2020,6770,430543
2021,6832,430543
2022,6438,430543
1996,,430544
1997,4575,430544
1998,4619,430544
1999,4661,430544
2000,4502,430544
2001,4527,430544
2002,4542,430544
2003,4561,430544
2004,4600,430544
2005,4622,430544
2006,4643,430544
2007,4874,430544
2008,5102,430544
2009,5159,430544
2010,4944,430544
2011,4978,430544
2012,5011,430544
2013,5201,430544
2014,5233,430544
2015,5264,430544
2016,5292,430544
2017,5319,430544
2018,5401,430544
2019,5441,430544
2020,5480,430544
2021,5518,430544
2022,4583,430544
1991,8967,430545
1992,9202,430545
1993,9471,430545
1994,9700,430545
1995,9923,430545
1996,11447,430545
1997,6565,430545
1998,6748,430545
1999,6925,430545
2000,8882,430545
2001,9337,430545
2002,9703,430545
2003,10084,430545
2004,10884,430545
2005,11327,430545
2006,11767,430545
2007,10883,430545
2008,11615,430545
2009,11885,430545
2010,12668,430545
2011,12959,430545
2012,13240,430545
2013,13844,430545
2014,14079,430545
2015,14301,430545
2016,14511,430545
2017,14710,430545
2018,15912,430545
2019,16254,430545
2020,16583,430545
2021,16897,430545
2022,16742,430545
1991,7155,430550
1992,5841,430550
1993,5828,430550
1994,5814,430550
1995,5800,430550
1996,5318,430550
1997,5196,430550
1998,5089,430550
1999,4985,430550
2000,5252,430550
2001,5172,430550
2002,5125,430550
2003,5066,430550
2004,4942,430550
2005,4874,430550
2006,4806,430550
2007,4945,430550
2008,5046,430550
2009,5020,430550
2010,4922,430550
2011,4897,430550
2012,4873,430550
2013,5029,430550
2014,5017,430550
2015,5005,430550
2016,4993,430550
2017,4983,430550
2018,4775,430550
2019,4747,430550
2020,4719,430550
2021,4693,430550
2022,4142,430550
1992,2630,430558
1993,2683,430558
1994,2730,430558
1995,2778,430558
1996,2464,430558
1997,2418,430558
1998,2375,430558
1999,2334,430558
2000,2462,430558
2001,2446,430558
2002,2437,430558
2003,2426,430558
2004,2401,430558
2005,2388,430558
2006,2375,430558
2007,2404,430558
2008,2471,430558
2009,2470,430558
2010,2420,430558
2011,2417,430558
2012,2414,430558
2013,2497,430558
2014,2497,430558
2015,2498,430558
2016,2499,430558
2017,2499,430558
2018,2442,430558
2019,2438,430558
2020,2469,430558
2021,2466,430558
2022,2415,430558
1991,4395,430560
1992,4382,430560
1993,4367,430560
1994,4355,430560
1995,4342,430560
1996,4206,430560
1997,4109,430560
1998,4025,430560
1999,3943,430560
2000,4072,430560
2001,4031,430560
2002,4004,430560
2003,3972,430560
2004,3906,430560
2005,3870,430560
2006,3833,430560
2007,3744,430560
2008,3803,430560
2009,3771,430560
2010,3550,430560
2011,3510,430560
2012,3472,430560
2013,3572,430560
2014,3546,430560
2015,3522,430560
2016,3499,430560
2017,3478,430560
2018,3221,430560
2019,3175,430560
2020,3130,430560
2021,3088,430560
2022,3258,430560
1991,6420,430570
1992,6429,430570
1993,6431,430570
1994,6435,430570
1995,6440,430570
1996,6407,430570
1997,6385,430570
1998,6366,430570
1999,6348,430570
2000,6491,430570
2001,6500,430570
2002,6506,430570
2003,6513,430570
2004,6527,430570
2005,6535,430570
2006,6543,430570
2007,6607,430570
2008,6843,430570
2009,6873,430570
2010,6552,430570
2011,6557,430570
2012,6562,430570
2013,6791,430570
2014,6804,430570
2015,6815,430570
2016,6826,430570
2017,6836,430570
2018,6746,430570
2019,6753,430570
2020,6759,430570
2021,6766,430570
2022,6406,430570
1991,15063,430580
1992,12161,430580
1993,12012,430580
1994,11878,430580
1995,11746,430580
1996,11819,430580
1997,11586,430580
1998,11377,430580
1999,11177,430580
2000,11667,430580
2001,9747,430580
2002,9709,430580
2003,9656,430580
2004,9545,430580
2005,9485,430580
2006,9424,430580
2007,9842,430580
2008,10165,430580
2009,10191,430580
2010,9752,430580
2011,9747,430580
2012,9742,430580
2013,10077,430580
2014,10086,430580
2015,10094,430580
2016,10101,430580
2017,10109,430580
2018,9915,430580
2019,9911,430580
2020,9907,430580
2021,9903,430580
2022,10383,430580
2001,1592,430583
2002,1585,430583
2003,1579,430583
2004,1563,430583
2005,1555,430583
2006,1547,430583
2007,1566,430583
2008,1610,430583
2009,1610,430583
2010,1528,430583
2011,1522,430583
2012,1518,430583
2013,1567,430583
2014,1564,430583
2015,1562,430583
2016,1560,430583
2017,1559,430583
2018,1507,430583
2019,1501,430583
2020,1495,430583
2021,1490,430583
2022,1284,430583
1992,2909,430585
1993,2928,430585
1994,2946,430585
1995,2963,430585
1996,2931,430585
1997,2956,430585
1998,2975,430585
1999,2995,430585
2000,2695,430585
2001,2671,430585
2002,2654,430585
2003,2635,430585
2004,2594,430585
2005,2572,430585
2006,2550,430585
2007,3106,430585
2008,3285,430585
2009,3342,430585
2010,2457,430585
2011,2439,430585
2012,2422,430585
2013,2497,430585
2014,2486,430585
2015,2476,430585
2016,2467,430585
2017,2458,430585
2018,2327,430585
2019,2306,430585
2020,2286,430585
2021,2267,430585
2022,2204,430585
1992,2442,430587
1993,2455,430587
1994,2466,430587
1995,2479,430587
1996,2420,430587
1997,2409,430587
1998,2399,430587
1999,2390,430587
2000,2454,430587
2001,2457,430587
2002,2459,430587
2003,2461,430587
2004,2466,430587
2005,2469,430587
2006,2472,430587
2007,2441,430587
2008,2518,430587
2009,2522,430587
2010,2459,430587
2011,2459,430587
2012,2460,430587
2013,2546,430587
2014,2549,430587
2015,2553,430587
2016,2556,430587
2017,2559,430587
2018,2518,430587
2019,2519,430587
2020,2520,430587
2021,2521,430587
2022,2819,430587
1991,9598,430590
1992,9644,430590
1993,9698,430590
1994,9743,430590
1995,9787,430590
1996,8778,430590
1997,8605,430590
1998,8449,430590
1999,8301,430590
2000,8435,430590
2001,8293,430590
2002,8190,430590
2003,8077,430590
2004,7838,430590
2005,7706,430590
2006,7575,430590
2007,7873,430590
2008,8021,430590
2009,7971,430590
2010,7748,430590
2011,7695,430590
2012,7645,430590
2013,7885,430590
2014,7855,430590
2015,7827,430590
2016,7801,430590
2017,7776,430590
2018,7385,430590
2019,7325,430590
2020,7268,430590
2021,7213,430590
2022,6082,430590
2001,1921,430593
2002,1949,430593
2003,1980,430593
2004,2044,430593
2005,2079,430593
2006,2114,430593
2007,1658,430593
2008,1668,430593
2009,1645,430593
2010,1725,430593
2011,1713,430593
2012,1702,430593
2013,1754,430593
2014,1747,430593
2015,1740,430593
2016,1734,430593
2017,1728,430593
2018,1641,430593
2019,1628,430593
2020,1614,430593
2021,1602,430593
2022,1592,430593
1991,4159,430595
1992,4146,430595
1993,4133,430595
1994,4121,430595
1995,4109,430595
1996,4139,430595
1997,4125,430595
1998,4113,430595
1999,4101,430595
2000,4093,430595
2001,4078,430595
2002,4079,430595
2003,4073,430595
2004,4059,430595
2005,4052,430595
2006,4044,430595
2007,4577,430595
2008,4817,430595
2009,4887,430595
2010,3917,430595
2011,3903,430595
2012,3891,430595
2013,4019,430595
2014,4014,430595
2015,4009,430595
2016,4004,430595
2017,4000,430595
2018,3868,430595
2019,3853,430595
2020,3838,430595
2021,3824,430595
2022,3850,430595
1992,3079,430597
1993,3122,430597
1994,3159,430597
1995,3197,430597
1996,3033,430597
1997,3019,430597
1998,3007,430597
1999,2995,430597
2000,2979,430597
2001,2961,430597
2002,2966,430597
2003,2960,430597
2004,2947,430597
2005,2940,430597
2006,2933,430597
2007,2916,430597
2008,2998,430597
2009,2997,430597
2010,2826,430597
2011,2814,430597
2012,2803,430597
2013,2895,430597
2014,2889,430597
2015,2885,430597
2016,2880,430597
2017,2876,430597
2018,2769,430597
2019,2756,430597
2020,2743,430597
2021,2731,430597
2022,3172,430597
1991,18183,430600
1992,17969,430600
1993,17747,430600
1994,17549,430600
1995,17356,430600
1996,16321,430600
1997,15673,430600
1998,15487,430600
1999,15319,430600
2000,15180,430600
2001,14862,430600
2002,14657,430600
2003,14414,430600
2004,13904,430600
2005,13621,430600
2006,13341,430600
2007,14726,430600
2008,15116,430600
2009,15096,430600
2010,14084,430600
2011,14000,430600
2012,13919,430600
2013,14360,430600
2014,14315,430600
2015,14273,430600
2016,14233,430600
2017,14195,430600
2018,13544,430600
2019,13448,430600
2020,13357,430600
2021,13269,430600
2022,12852,430600
1991,6075,430605
1992,6018,430605
1993,5941,430605
1994,5880,430605
1995,5820,430605
1996,6537,430605
1997,6699,430605
1998,6842,430605
1999,6980,430605
2000,6632,430605
2001,6700,430605
2002,6749,430605
2003,6804,430605
2004,6918,430605
2005,6981,430605
2006,7044,430605
2007,7026,430605
2008,7328,430605
2009,7393,430605
2010,7280,430605
2011,7330,430605
2012,7378,430605
2013,7659,430605
2014,7706,430605
2015,7750,430605
2016,7792,430605
2017,7831,430605
2018,7950,430605
2019,8009,430605
2020,8067,430605
2021,8121,430605
2022,7352,430605
1996,,430607
1997,2753,430607
1998,2704,430607
1999,2656,430607
2000,2874,430607
2001,2856,430607
2002,2843,430607
2003,2829,430607
2004,2799,430607
2005,2782,430607
2006,2765,430607
2007,2967,430607
2008,3081,430607
2009,3099,430607
2010,2826,430607
2011,2822,430607
2012,2819,430607
2013,2915,430607
2014,2916,430607
2015,2917,430607
2016,2918,430607
2017,2918,430607
2018,2851,430607
2019,2847,430607
2020,2844,430607
2021,2840,430607
2022,2694,430607
1991,68793,430610
1992,69231,430610
1993,69707,430610
1994,70122,430610
1995,70527,430610
1996,71135,430610
1997,71753,430610
1998,72315,430610
1999,72849,430610
2000,71254,430610
2001,67614,430610
2002,67837,430610
2003,68063,430610
2004,68541,430610
2005,68804,430610
2006,69067,430610
2007,63450,430610
2008,64762,430610
2009,64438,430610
2010,62821,430610
2011,62474,430610
2012,62138,430610
2013,64126,430610
2014,63946,430610
2015,63776,430610
2016,63615,430610
2017,63463,430610
2018,60693,430610
2019,60299,430610
2020,59922,430610
2021,59561,430610
2022,59057,430610
2001,2528,430613
2002,2530,430613
2003,2521,430613
2004,2502,430613
2005,2492,430613
2006,2482,430613
2007,2273,430613
2008,2294,430613
2009,2266,430613
2010,2141,430613
2011,2110,430613
2012,2080,430613
2013,2136,430613
2014,2115,430613
2015,2096,430613
2016,2077,430613
2017,2059,430613
2018,1870,430613
2019,1833,430613
2020,1799,430613
2021,1765,430613
2022,1635,430613
1991,10798,430620
1992,10874,430620
1993,11123,430620
1994,11343,430620
1995,11557,430620
1996,11468,430620
1997,11845,430620
1998,12175,430620
1999,12495,430620
2000,11664,430620
2001,11792,430620
2002,11879,430620
2003,11979,430620
2004,12189,430620
2005,12306,430620
2006,12421,430620
2007,12171,430620
2008,12661,430620
2009,12752,430620
2010,12320,430620
2011,12370,430620
2012,12420,430620
2013,12876,430620
2014,12122,430620
2015,12169,430620
2016,12215,430620
2017,12258,430620
2018,12290,430620
2019,12348,430620
2020,12402,430620
2021,12457,430620
2022,11618,430620
1991,5093,430630
1992,4652,430630
1993,4639,430630
1994,4625,430630
1995,4612,430630
1996,4650,430630
1997,4634,430630
1998,4620,430630
1999,4607,430630
2000,4740,430630
2001,4739,430630
2002,4755,430630
2003,4762,430630
2004,4777,430630
2005,4785,430630
2006,4793,430630
2007,4704,430630
2008,4850,430630
2009,4857,430630
2010,4683,430630
2011,4679,430630
2012,4675,430630
2013,4834,430630
2014,4837,430630
2015,4840,430630
2016,4842,430630
2017,4844,430630
2018,4744,430630
2019,4740,430630
2020,4736,430630
2021,4732,430630
2022,4324,430630
1992,4442,430632
1993,4407,430632
1994,4376,430632
1995,4346,430632
1996,4025,430632
1997,3933,430632
1998,3851,430632
1999,3773,430632
2000,3715,430632
2001,3619,430632
2002,3555,430632
2003,3481,430632
2004,3325,430632
2005,3238,430632
2006,3153,430632
2007,3378,430632
2008,3424,430632
2009,3391,430632
2010,3190,430632
2011,3150,430632
2012,3111,430632
2013,3199,430632
2014,3173,430632
2015,3148,430632
2016,3125,430632
2017,3102,430632
2018,2852,430632
2019,2805,430632
2020,2761,430632
2021,2718,430632
2022,2749,430632
1991,3979,430635
1992,3921,430635
1993,3842,430635
1994,3780,430635
1995,3719,430635
1996,3553,430635
1997,3471,430635
1998,3400,430635
1999,3331,430635
2000,3444,430635
2001,3378,430635
2002,3332,430635
2003,3279,430635
2004,3170,430635
2005,3109,430635
2006,3049,430635
2007,2968,430635
2008,2974,430635
2009,2923,430635
2010,2866,430635
2011,2822,430635
2012,2779,430635
2013,2853,430635
2014,2823,430635
2015,2795,430635
2016,2769,430635
2017,2744,430635
2018,2478,430635
2019,2427,430635
2020,2378,430635
2021,2331,430635
2022,2506,430635
1996,,430637
1997,3319,430637
1998,3376,430637
1999,3432,430637
2000,3200,430637
2001,3219,430637
2002,3244,430637
2003,3265,430637
2004,3308,430637
2005,3332,430637
2006,3355,430637
2007,3129,430637
2008,3216,430637
2009,3215,430637
2010,3064,430637
2011,3054,430637
2012,3044,430637
2013,3144,430637
2014,3140,430637
2015,3136,430637
2016,3133,430637
2017,3130,430637
2018,3026,430637
2019,3014,430637
2020,3002,430637
2021,2991,430637
